ID,CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECCION,CP,POBLACION,PROVINCIA,PAIS
1104,66206,BUÑOL,39.4271390,-0.7873638,"C/ Estación Ferrocarril, S/N",46370,BUÑOL,VALENCIA/VALÈNCIA,ESPAÑA
1105,66207,CHIVA,39.4711268,-0.7229414,Avda. de la Estación S/N,46370,CHIVA,VALENCIA/VALÈNCIA,ESPAÑA
1106,66208,CHESTE,39.4909030,-0.6862639,"Pla. Maestro  Serrano, 2",46380,CHESTE,VALENCIA/VALÈNCIA,ESPAÑA
1107,66209,LORIGUILLA-REVA,39.4857771,-0.5673983,"C/ Estación Ferrocarril, S/N",46393,LORIGUILLA,VALENCIA/VALÈNCIA,ESPAÑA
1108,66210,CIRCUIT RICARDO TORMO,39.4954379,-0.6247545,"Ctra. Cv - 383 --- Estación Ferrocarril, S/N",46380,BUÑOL,VALENCIA/VALÈNCIA,ESPAÑA
1109,66211,ALDAIA,39.4611179,-0.4632476,"C/ Portavella, S/N",46960,ALDAIA,VALENCIA/VALÈNCIA,ESPAÑA
1110,66212,VALÈNCIA-SANT ISIDRE,39.4502194,-0.4039788,C/ Gremis S/N,46014,VALENCIA,VALENCIA/VALÈNCIA,ESPAÑA
1111,66214,XIRIVELLA-ALQUERIES,39.4626294,-0.4322160,"Avda. de la Constitucio, 24",46950,XIRIVELLA,VALENCIA/VALÈNCIA,ESPAÑA
1112,67004,MARÍA DE HUERVA,41.5397590,-0.9980820,"C/ Estación Ferrocarril, S/N",50430,MARÍA DE HUERVA,ZARAGOZA,ESPAÑA
1113,67007,ARAÑALES DE MUEL,41.4689460,-1.0863940,"C/ Escalera Arañales, 8",50450,MUEL,ZARAGOZA,ESPAÑA
1114,67009,LONGARES,41.4047870,-1.1587910,"C/ Camino Estación Ferrocarril, S/N",50460,LONGARES,ZARAGOZA,ESPAÑA
1115,67010,CARIÑENA,41.3355860,-1.2284220,"Camino Estación Ferrocarril, 1",50400,CARIÑENA,ZARAGOZA,ESPAÑA
1116,67011,ENCINACORBA,41.2886500,-1.2785340,"C/ Estación Ferrocarril, 9",50470,ENCINACORBA,ZARAGOZA,ESPAÑA
1117,67013,VILLARREAL DE HUERVA,41.1964980,-1.2870960,"C/ Camino de la Estación, S/N",50490,VILLARREAL DE HUERVA,ZARAGOZA,ESPAÑA
1118,67014,VILLADOZ,41.1654820,-1.2793390,"Ctra. A-2509 - Estación Ferrocarril, S/N",50490,VILLADOZ,ZARAGOZA,ESPAÑA
1119,67015,BADULES,41.1395100,-1.2515720,"Ctra. A - 1506 --- C/ Mayor, S/N",50491,BADULES,ZARAGOZA,ESPAÑA
1120,67016,VILLAHERMOSA,41.1084920,-1.2398030,"Ctra. Te-17 - Estación Ferrocarril, S/N",44494,VILLAHERMOSA DEL CAMPO,TERUEL,ESPAÑA
1121,67017,FERRERUELA,41.0638700,-1.2393840,"Ctra. A - 2510 --- Estación de Ferrocarril, S/N",44490,FERRERUELA DE HUERVA,TERUEL,ESPAÑA
1122,67018,CUENCABUENA,41.0092930,-1.2546410,"Ctra. Te - 19 --- Estación Ferrocarril, S/N",44495,CALAMOCHA,TERUEL,ESPAÑA
1123,67019,LECHAGO,40.9576810,-1.2690870,"Autovia Mudejar A- 23 --- Estación Ferrocarril, S/N",44495,CALAMOCHA,TERUEL,ESPAÑA
1124,67020,NAVARRETE,40.9367210,-1.2617330,"Ctra. A-2512 - Estación Ferrocarril, S/N",44496,CALAMOCHA,TERUEL,ESPAÑA
1125,67021,CALAMOCHA,40.9038640,-1.2998410,"Ctra. N - 234 --- Estación Ferrocarril, S/N",44200,CALAMOCHA,TERUEL,ESPAÑA
1126,67100,CAMINREAL-FUENTES CLARAS,40.8511100,-1.3376500,"Ctra. Cv - 4301 --- Estación Ferrocarril, S/N",44350,CAMINREAL,TERUEL,ESPAÑA
1127,67101,TORRIJO DEL CAMPO,40.8260120,-1.3404980,"C/ Alemania, S/N",44393,TORRIJO DEL CAMPO,TERUEL,ESPAÑA
1128,67103,VILLAFRANCA DEL CAMPO,40.6838270,-1.3579270,"Ctra. Te-V-9024 - Estación Ferrocarril, S/N",44394,VILLAFRANCA DEL CAMPO,TERUEL,ESPAÑA
1129,67105,SANTA EULALIA DEL CAMPO,40.5729170,-1.3129950,"Barrio Estación Ferrocarril, 8",44360,SANTA EULALIA,TERUEL,ESPAÑA
1130,67107,CELLA,40.4552660,-1.2443290,"C/ Estación Ferrocarril, S/N",44370,CELLA,TERUEL,ESPAÑA
1131,67113,MONREAL DEL CAMPO,40.7823210,-1.3607920,"C/ Teruel, S/N",44300,MONREAL DEL CAMPO,TERUEL,ESPAÑA
1132,67200,TERUEL,40.3410290,-1.1102840,"C/ Camino de la Estación, S/N",44001,TERUEL,TERUEL,ESPAÑA
1133,67202,PUERTO ESCANDÓN,40.2730920,-0.9850790,"Ctra. N-234, Km. 103 - Estación Ferrocarril, S/N",44442,PUEBLA DE VALVERDE (LA),TERUEL,ESPAÑA
1134,67203,PUEBLA DE VALVERDE,40.2134240,-0.9446740,"Ctra. Te-620 - Camino Estación Ferrocarril, S/N",44450,PUEBLA DE VALVERDE (LA),TERUEL,ESPAÑA
1135,67205,SARRIÓN,40.1463390,-0.8236310,"C/ Camino de la Estación, S/N",44460,SARRIÓN,TERUEL,ESPAÑA
1136,67206,MORA DE RUBIELOS,40.1231420,-0.7861450,"C/ Estación Ferrocarril Mora, 1",44477,ALBENTOSA,TERUEL,ESPAÑA
1137,67207,RUBIELOS DE MORA,40.1180060,-0.7734630,"Ctra. Te-V-6005 - Estación Ferrocarril, S/N",44477,RUBIELOS DE MORA,TERUEL,ESPAÑA
1138,67208,BARRACAS,40.0117400,-0.6961510,"Avda. Estación Ferrocarril, 9",12420,BARRACAS,CASTELLÓN/CASTELLÓ,ESPAÑA
1139,67210,MASADAS BLANCAS (APT),39.9489370,-0.6565860,,,CAUDIEL,CASTELLÓN/CASTELLÓ,ESPAÑA
1140,67211,CAUDIEL,39.9473696,-0.5720537,"Paseo de la Estación, S/N",12440,CAUDIEL,CASTELLÓN/CASTELLÓ,ESPAÑA
1141,67212,JÉRICA-VIVER,39.9149777,-0.5693896,"C/ Estación Ferrocarril, S/N",12450,JÉRICA,CASTELLÓN/CASTELLÓ,ESPAÑA
1142,67213,NAVAJAS,39.8744166,-0.5059546,"C/ Estación de Ferrocarril, S/N",12470,NAVAJAS,CASTELLÓN/CASTELLÓ,ESPAÑA
1143,67214,SEGORBE-ARRABAL,39.8545570,-0.4938630,"Crta, N-234 - Estación de Ffcc",12400,SEGORBE,CASTELLÓN/CASTELLÓ,ESPAÑA
1144,67215,SEGORBE-CIUDAD,39.8471755,-0.4823544,Explanada de la Estación 2,12400,SEGORBE,CASTELLÓN/CASTELLÓ,ESPAÑA
1145,67216,ALGIMIA-CIUDAD,39.7529934,-0.3657542,"C/ Picaio, S/N",46148,ALGIMIA DE ALFARA,VALENCIA/VALÈNCIA,ESPAÑA
1146,67217,SONEJA,39.8126015,-0.4318206,Pza. Estación S/N,12480,SONEJA,CASTELLÓN/CASTELLÓ,ESPAÑA
1147,67221,ESTIVELLA-ALBALAT DELS TARONGERS,39.7064080,-0.3483240,"Avda. Camp de Morvedre, S/N",46590,ESTIVELLA,VALENCIA/VALÈNCIA,ESPAÑA
1148,67223,GILET,39.6793985,-0.3206548,"C/ Doctor Vila, S/N",46149,GILET,VALENCIA/VALÈNCIA,ESPAÑA
1149,69001,GENOVÉS,38.9877300,-0.4798800,"C/ Estación Ferrocarril, S/N",46894,GENOVÉS,VALENCIA/VALÈNCIA,ESPAÑA
1150,69002,BENIGÀNIM,38.9384990,-0.4534240,"Avda. Balneari de Bellus, S/N",46830,BENIGÀNIM,VALENCIA/VALÈNCIA,ESPAÑA
1151,69003,LA POBLA DEL DUC,38.9076060,-0.4533860,"C/ Estación Ferrocarril, S/N",46840,POBLA DEL DUC (LA),VALENCIA/VALÈNCIA,ESPAÑA
1152,69004,MONTABERNER,38.8841350,-0.4916190,"Avda. Estación Ferrocarril, 20",46892,MONTAVERNER,VALENCIA/VALÈNCIA,ESPAÑA
1153,69005,BUFALÍ,38.8674050,-0.5104780,"C/ Estación Ferrocarril, S/N",46891,BUFALI,VALENCIA/VALÈNCIA,ESPAÑA
1154,69006,ALBAIDA,38.8456450,-0.5181290,"Acceso A Través de la Rotonda Cv-60, Av. Fora-Fora y Av. de la Fira, S/N",46860,ALBAIDA,VALENCIA/VALÈNCIA,ESPAÑA
1155,69007,AGULLENT,38.8305690,-0.5511830,"C/ Estación Ferrocarril, S/N",46890,AGULLENT,VALENCIA/VALÈNCIA,ESPAÑA
1156,69008,ONTINYENT,38.8096920,-0.6024570,"Ctra. Cv-6620 - Poligono Urbano, 2",46870,ONTINYENT,VALENCIA/VALÈNCIA,ESPAÑA
1157,69009,AGRES,38.7968290,-0.5217440,"C/ Estación Ferrocarril, S/N",3837,AGRES,ALICANTE/ALACANT,ESPAÑA
1158,69010,COCENTAINA,38.7406180,-0.4467890,"C/ Pujada A Santa Barbara, 29",3820,COCENTAINA,ALICANTE/ALACANT,ESPAÑA
1159,69011,ALCOI,38.7093490,-0.4702470,"Avda. Tirant Lo Blanc, 8",3804,ALCOY/ALCOI,ALICANTE/ALACANT,ESPAÑA
1160,69103,SUECA,39.2058471,-0.3082388,Paseo de la Estación S/N,46410,SUECA,VALENCIA/VALÈNCIA,ESPAÑA
1161,69104,CULLERA,39.1778885,-0.2632437,"C/ Estación Ferrocarril, S/N",46400,CULLERA,VALENCIA/VALÈNCIA,ESPAÑA
1162,69105,TAVERNES DE LA VALLDIGNA,39.0790438,-0.2262966,"Estación Ferrocarril, S/N",46760,TAVERNES DE LA VALLDIGNA,VALENCIA/VALÈNCIA,ESPAÑA
1163,69110,GANDIA,38.9705140,-0.1797829,"Parque de la Estación, S/N",46700,GANDIA,VALENCIA/VALÈNCIA,ESPAÑA
1164,70002,ASAMBLEA DE MADRID-ENTREVÍAS,40.3818618,-3.6680454,"C/ Puerto de Balbaran, 46 --- Avda. de Entrevias, 105",28018,MADRID,MADRID,ESPAÑA
1165,70003,EL POZO,40.3760377,-3.6561407,"Avda. de Entrevias, S/N --- C/ Puerto de Balbaran, S/N",28031,MADRID,MADRID,ESPAÑA
1166,70005,VALLECAS,40.3823640,-3.6230420,C/ Sierra de Guadalupe S/N,28031,MADRID,MADRID,ESPAÑA
1167,70100,VICÁLVARO,40.4012524,-3.5958970,C/ San Cipriano S/N /c/ Lago Michigan S/N,28052,MADRID,MADRID,ESPAÑA
1168,70101,SAN FERNANDO DE HENARES,40.4427805,-3.5339866,"Avda. San Pablo, 2",28830,COSLADA,MADRID,ESPAÑA
1169,70102,TORREJÓN DE ARDOZ,40.4547895,-3.4797300,Paseo de la Estación S/N,28850,TORREJÓN DE ARDOZ,MADRID,ESPAÑA
1170,70103,ALCALÁ DE HENARES,40.4890814,-3.3662457,"Pla. de la Estación, S/N",28807,ALCALÁ DE HENARES,MADRID,ESPAÑA
1171,70104,MECO,40.5346731,-3.2986806,"Carretera Estacion Ferrocarril S/N, Meco (Madrid)",28880,MECO,MADRID,ESPAÑA
1172,70105,AZUQUECA,40.5610770,-3.2653970,"Paseo de la Estación, S/N",19200,AZUQUECA DE HENARES,GUADALAJARA,ESPAÑA
1173,70107,ALCALÁ DE HENARES-UNIVERSIDAD,40.5054303,-3.3353258,"Ctra. del Campus, S/N",28807,ALCALÁ DE HENARES,MADRID,ESPAÑA
1174,70108,COSLADA,40.4232370,-3.5611109,"Calle del Doctor Fleming S/N, Coslada (Madrid)",21820,COSLADA,MADRID,ESPAÑA
1175,70109,SANTA EUGENIA,40.3869545,-3.6089855,Avda. de Santa Eugenia S/N,28031,MADRID,MADRID,ESPAÑA
1176,70111,LA GARENA,40.4805448,-3.3930055,"C/ Fausto Elhuyar, S/N --- C/arturo Soria, S/N",28806,ALCALÁ DE HENARES,MADRID,ESPAÑA
1177,70112,SOTO DEL HENARES,40.4639640,-3.4414076,"C/ Jorge Oteiza, S/N",28850,YUNQUERA DE HENARES,MADRID,ESPAÑA
1178,70200,GUADALAJARA,40.6441928,-3.1822602,"C/ Francisco Aritio, S/N",19004,GUADALAJARA,GUADALAJARA,ESPAÑA
1179,70202,YUNQUERA DE HENARES,40.7470130,-3.1632260,"Paseo Estación Ferrocarril, S/N",19210,YUNQUERA DE HENARES,GUADALAJARA,ESPAÑA
1180,70204,HUMANES DE MOHERNANDO,40.8312730,-3.1388600,"Paseo Estación Ferrocarril, S/N",19229,HUMANES,GUADALAJARA,ESPAÑA
1181,70207,ESPINOSA DE HENARES,40.9096860,-3.0731570,"Paseo Estación Ferrocarril, S/N",19292,COPERNAL,GUADALAJARA,ESPAÑA
1182,70208,CARRASCOSA DE HENARES,40.9059800,-3.0143520,"Paseo El Apeadero, S/N",19247,ESPINOSA DE HENARES,GUADALAJARA,ESPAÑA
1183,70209,JADRAQUE,40.9302290,-2.9359350,"Ctra. Estación Ferrocarril, S/N",19240,JADRAQUE,GUADALAJARA,ESPAÑA
1184,70210,MATILLAS,40.9538080,-2.8432600,"Ctra. de Cendejas, Estación del Ferrocarril, Matillas (Guadalajara)",19294,MATILLAS,GUADALAJARA,ESPAÑA
1185,70300,BAIDES,41.0048640,-2.7856350,"C/ Estación Ferrocarril, S/N",19295,BAIDES,GUADALAJARA,ESPAÑA
1186,70302,SIGÜENZA,41.0714170,-2.6464070,"C/ Alfonso Vi, S/N",19250,SIGÜENZA,GUADALAJARA,ESPAÑA
1187,70400,TORRALBA,41.1366170,-2.4929520,"Barrio Estación Ferrocarril, S/N",42230,MEDINACELI,SORIA,ESPAÑA
1188,70401,MEDINACELI,41.1652070,-2.4212410,"Pza. Estación Ferrocarril, S/N",42240,MEDINACELI,SORIA,ESPAÑA
1189,70403,ARCOS DE JALÓN,41.2158540,-2.2789980,"Pla. Estación Ferrocarril, S/N",42250,ARCOS DE JALÓN,SORIA,ESPAÑA
1190,70404,SANTA MARÍA DE HUERTA,41.2644210,-2.1775250,"C/ Estación Ferrocarril, S/N",42260,SANTA MARÍA DE HUERTA,SORIA,ESPAÑA
1191,70405,MONREAL DE ARIZA,41.2987670,-2.1104480,"Ctra. Cv-937 - Estación Ferrocarril, S/N",50291,MONREAL DE ARIZA,ZARAGOZA,ESPAÑA
1192,70500,ARIZA,41.3098000,-2.0594110,"C/ Estación Ferrocarril, S/N",50220,ARIZA,ZARAGOZA,ESPAÑA
1193,70501,CETINA,41.2959780,-1.9618110,"C/ Pallares, S/N",50292,CETINA,ZARAGOZA,ESPAÑA
1194,70502,ALHAMA DE ARAGÓN,41.2943980,-1.9044540,"Ctra. Estación Ferrocarril, S/N",50230,ALHAMA DE ARAGÓN,ZARAGOZA,ESPAÑA
1195,70503,BUBIERCA,41.3171900,-1.8551980,"Ctra. N - Ii --- Estación Ferrocarril, S/N",50239,BUBIERCA,ZARAGOZA,ESPAÑA
1196,70504,ATECA,41.3246590,-1.7852680,"Av. San Blas, S/N",50200,ATECA,ZARAGOZA,ESPAÑA
1197,70505,TERRER,41.3222180,-1.7092540,"C/ Estación Ferrocarril, S/N",50293,TERRER,ZARAGOZA,ESPAÑA
1198,70600,CALATAYUD,41.3466920,-1.6386800,"Pl. Estación Ferrocarril, S/N",50300,CALATAYUD,ZARAGOZA,ESPAÑA
1199,70602,EMBID DE JALÓN,41.4216760,-1.5921270,"Ctra. Cv - 901 --- Estación Ferrocarril, S/N",50336,CALATAYUD,ZARAGOZA,ESPAÑA
1200,70603,PARACUELLOS-SABIÑÁN,41.4293100,-1.5674830,"Ctra. Cv-901 - Estación Ferrocarril, S/N",50299,PARACUELLOS DE LA RIBERA,ZARAGOZA,ESPAÑA
1201,70604,SABIÑÁN,41.4439810,-1.5714740,"Ctra. Cv-901 - Estación Ferrocarril, S/N",50299,SABIÑÁN,ZARAGOZA,ESPAÑA
1202,70605,MORÉS,41.4786670,-1.5662380,"Paseo Estación Ferrocarril, S/N",50240,MORÉS,ZARAGOZA,ESPAÑA
1203,70606,PURROY,41.4772360,-1.5404460,"Ctra. Zp-1129 - Estación Ferrocarril, S/N",50247,MORÉS,ZARAGOZA,ESPAÑA
1204,70607,MORATA DE JALÓN,41.4754670,-1.4797210,"C/ Estación Ferrocarril, S/N",50260,MORATA DE JALÓN,ZARAGOZA,ESPAÑA
1205,70700,RICLA-LA ALMUNIA,41.5013940,-1.4034500,"Avda. Goya, S/N",50270,RICLA,ZARAGOZA,ESPAÑA
1206,70701,CALATORAO,41.5286920,-1.3605450,"Av. Doctor Carnicero, S/N ",50280,CALATORAO,ZARAGOZA,ESPAÑA
1207,70702,SALILLAS DE JALÓN,41.5679400,-1.3258480,"Av. Estación Ferrocarril, S/N",50294,SALILLAS DE JALÓN,ZARAGOZA,ESPAÑA
1208,70703,ÉPILA,41.6093300,-1.3010430,"C/ Camino Estación Ferrocarril, S/N",50290,ÉPILA,ZARAGOZA,ESPAÑA
1209,70704,RUEDA DE JALÓN-LUMPIAQUE,41.6388920,-1.2816670,"Ctra. A-2304 - Estación Ferrocarril, S/N",50295,RUEDA DE JALÓN,ZARAGOZA,ESPAÑA
1210,70705,PLASENCIA DE JALÓN,41.6893500,-1.2342370,"Avda. Estación Ferrocarril - Barrio de la Venta, 6",50296,PLASENCIA DE JALÓN,ZARAGOZA,ESPAÑA
1211,70706,GRISÉN,41.7452610,-1.1659240,"Av. Estación Ferrocarril, S/N",50297,GRISÉN,ZARAGOZA,ESPAÑA
1212,70800,CASETAS,41.7226479,-1.0201916,"Av. Constitucion, S/N",50620,ZARAGOZA,ZARAGOZA,ESPAÑA
1213,70801,UTEBO,41.7108644,-0.9985828,C/. Estación Ferrocarril S/N,50180,UTEBO,ZARAGOZA,ESPAÑA
1214,70806,ZARAGOZA-PORTILLO,41.6527361,-0.8958759,C/. Manuel Escoriaza y Fabro S/N,50010,ZARAGOZA,ZARAGOZA,ESPAÑA
1215,70807,ZARAGOZA-GOYA,41.6438779,-0.8912574,Av. de Goya 51,50006,ZARAGOZA,ZARAGOZA,ESPAÑA
1216,71100,ZARAGOZA-MIRAFLORES,41.6334311,-0.8681653,Camino del Junco 160,50013,ZARAGOZA,ZARAGOZA,ESPAÑA
1217,71102,EL BURGO DE EBRO,41.5665270,-0.7398390,,,BURGO DE EBRO (EL),ZARAGOZA,ESPAÑA
1218,71103,FUENTES DE EBRO,41.5150650,-0.6186250,"Av. Lorenzo Pardo, S/N",50740,FUENTES DE EBRO,ZARAGOZA,ESPAÑA
1219,71104,PINA DE EBRO,41.4800970,-0.5572770,,,PINA DE EBRO,ZARAGOZA,ESPAÑA
1220,71105,QUINTO,41.4195280,-0.4906730,"C/ Camino de la Estación, S/N",50770,QUINTO,ZARAGOZA,ESPAÑA
1221,71108,LA ZAIDA-SÁSTAGO,41.3205420,-0.4271150,"Av. Zaragoza, S/N",50784,ZAIDA (LA),ZARAGOZA,ESPAÑA
1222,71109,AZAILA,41.2761780,-0.4858230,,,AZAILA,ZARAGOZA,ESPAÑA
1223,71200,LA PUEBLA DE HÍJAR,41.2244000,-0.4385950,"Pla. del Reino de Aragon, 1",44510,PUEBLA DE HÍJAR (LA),TERUEL,ESPAÑA
1224,71201,SAMPER,41.1821830,-0.3687610,"Ctra. Estación Ferrocarril, S/N",44520,SAMPER DE CALANDA,TERUEL,ESPAÑA
1225,71202,ESCATRÓN,41.2126740,-0.2899790,,,CASTELNOU,ZARAGOZA,ESPAÑA
1226,71203,CHIPRANA,41.2315810,-0.1544950,,,CHIPRANA,ZARAGOZA,ESPAÑA
1227,71204,CASPE,41.2397380,-0.0427010,"Pl. Obispo Cubeles, 15",50700,CASPE,ZARAGOZA,ESPAÑA
1228,71205,VAL DE PILAS,41.2300560,0.07014500,"Camino de la Fresa - Estación Ferrocarril, S/N",50709,CASPE,ZARAGOZA,ESPAÑA
1229,71206,FABARA,41.2344050,0.14328400,"Ctra. A - 144 --- Estación de Ferrocarril, S/N",50793,FABARA,ZARAGOZA,ESPAÑA
1230,71207,NONASPE,41.2137880,0.24247200,"Ctra. A-2411 - Estación Ferrocarril, S/N",50794,NONASPE,ZARAGOZA,ESPAÑA
1231,71208,FAIÓ-LA POBLA DE MASSALUCA,41.2250555,0.35110259,"Ctra. Tv - 7231 --- Estació de Ferrocarril, S/N",43783,POBLA DE MASSALUCA (LA),TARRAGONA,ESPAÑA
1232,71209,RIBA-ROJA D'EBRE,41.2485594,0.48103178,"Ctra. Tv-7411 - Estació Ferrocarril, S/N",43790,RIBA-ROJA D'EBRE,TARRAGONA,ESPAÑA
1233,71210,FLIX,41.2293651,0.54010012,"Pl. Sant Jaume, S/N",43750,FLIX,TARRAGONA,ESPAÑA
1234,71211,ASCÓ,41.1823727,0.56902524,"Pla. de la Estacio, S/N",43791,ASCÓ,TARRAGONA,ESPAÑA
1235,71300,MÓRA LA NOVA,41.1065823,0.65321819,"Camí L'Estació Ferrocarril, S/N",43770,MÓRA LA NOVA,TARRAGONA,ESPAÑA
1236,71301,ELS GUIAMETS,41.0959717,0.74772492,"Ctra. Tv - 3031 --- Estació Ferrocarril, S/N",43777,GUIAMETS (ELS),TARRAGONA,ESPAÑA
1237,71302,CAPÇANES,41.1020902,0.78036099,"Ctra. Tv-3002 --- C/ de Llaberia - Estación Ferrocarril, S/N",43776,CAPÇANES,TARRAGONA,ESPAÑA
1238,71303,MARÇÀ-FALSET,41.1309421,0.81041774,"Ctra. T - 300 --- Estació Ferrocarril, S/N",43775,MARÇÀ,TARRAGONA,ESPAÑA
1239,71304,PRADELL,41.1333595,0.85865032,"Ctra. Tv-3223 - Estació Ferrocarril, S/N",43774,PRADELL DE LA TEIXETA,TARRAGONA,ESPAÑA
1240,71305,DUESAIGÜES-L'ARGENTERA,41.1436928,0.92087096,"Ctra. T - 343 --- Estación Ferrocarril, S/N",43773,ARGENTERA (L'),TARRAGONA,ESPAÑA
1241,71306,RIUDECANYES-BOTARELL,41.1400577,0.97574775,"Ctra. T-3131 - Estació Ferrocarril, S/N",43771,RIUDECANYES,TARRAGONA,ESPAÑA
1242,71307,LES BORGES DEL CAMP,41.1665064,1.02213230,"C/ Estació Ferrocarril, S/N",43350,BORGES DEL CAMP (LES),TARRAGONA,ESPAÑA
1243,71400,REUS,41.1605229,1.10008978,"Pl. de L'Estació Ferrocarril, S/N",43203,REUS,TARRAGONA,ESPAÑA
1244,71401,VILA-SECA,41.1128193,1.15037877,"C/ de Galcerán de Pinós, S/N",43480,VILA-SECA,TARRAGONA,ESPAÑA
1245,71500,TARRAGONA,41.1115636,1.25322776,"Passeig de Espanya, S/N",43004,TARRAGONA,TARRAGONA,ESPAÑA
1246,71502,ALTAFULLA-TAMARIT,41.1366479,1.37341488,"Ctra. Tv - 2023 - C/ de la Fassina - Estación Ferrocarril, S/N",43008,TARRAGONA,TARRAGONA,ESPAÑA
1247,71503,TORREDEMBARRA,41.1427923,1.40578377,"Passeig de Miramar, 118",43830,TORREDEMBARRA,TARRAGONA,ESPAÑA
1248,71600,SANT VICENÇ DE CALDERS,41.1862102,1.52480358,C/ de L'Estació,43880,VENDRELL (EL),TARRAGONA,ESPAÑA
1249,71601,CALAFELL,41.1896703,1.57500937,"C/ Estacio, S/N",43820,CALAFELL,TARRAGONA,ESPAÑA
1250,71602,SEGUR DE CALAFELL,41.1925787,1.60643599,"Baixador, S/N",43882,CALAFELL,TARRAGONA,ESPAÑA
